rides_request,price,rides_accepted
4065,3.5,2284
3578,3,2295
3913,3,2530
3243,3,1986
4755,3.5,2913
2250,2.5,1458
4178,3.5,2291
3306,3,2003
1717,2,1286
2151,2.5,1374
2852,2.5,1845
3182,3,1958
2971,2.5,2136
4717,3.5,2929
2379,2.5,1608
1589,2,1319
3549,3,2243
3012,3,1677
2346,2.5,1595
1975,2,1646
4963,3.5,3159
4376,3.5,2511
1668,2,1347
4193,3.5,2387
2049,2.5,1292
3045,3,1703
1459,2,1186
2795,2.5,1993
1873,2,1530
4166,3.5,2418
4511,3.5,2681
3597,3,2084
2421,2.5,1608
4490,3.5,2691
4124,3.5,2366
3527,3,2200
4426,3.5,2652
2543,2.5,1744
3796,3,2426
4797,3.5,2823
3937,3,2618
3475,3,2207
1935,2,1629
4524,3.5,2708
2693,2.5,1913
3948,3,2645
3422,3,2174
4242,3.5,1766
1607,2,1337
4654,3.5,2820
3927,3,2604
3257,3,2017
1932,2,1620
1479,2,1217
1466,2,1102
2207,2.5,1275
3452,3,2096
2299,2.5,1546
1979,2,1667
2939,2.5,2128
4689,3.5,2893
4450,3.5,2561
4039,3.5,2309
4155,3.5,2405
2871,2.5,2062
2714,2.5,1909
1867,2,1520
4994,3.5,3130
4984,3.5,3062
3703,3,2312
3135,3,1879
1473,2,1200
4346,3.5,2562
2290,2.5,1158
2500,2.5,1681
2452,2.5,1695
4037,3.5,2252
3973,3,2660
2488,2.5,1698
1746,2,1412
2655,2.5,1858
1517,2,1232
4157,3.5,2364
2850,2.5,1954
3810,3,2487
2022,2.5,1247
1999,2,1672
2089,2.5,1353
1954,2,1641
3223,3,1785
4778,3.5,2971
2936,2.5,2080
1753,2,1434
1808,2,1505
3844,3,2394
2734,2.5,1897
4630,3.5,2748
4793,3.5,2915
4227,3.5,2414
4321,3.5,2496
2147,2.5,1275
3394,3,2147
1604,2,1329
3134,3,1871
2399,2.5,1644
3130,3,1810
2569,2.5,1642
4437,3.5,2590
2964,2.5,2089
4088,3.5,2329
3141,3,1808
2124,2.5,1342
3524,3,2084
1745,2,1375
4452,3.5,2671
1596,2,1322
3719,3,2434
3751,3,2416
3718,3,1840
4558,3.5,2777
4280,3.5,2496
3529,3,2188
4708,3.5,2796
4724,3.5,2907
1748,2,1201
3224,3,1980
4550,3.5,2776
2319,2.5,1451
4241,3.5,2504
2789,2.5,1923
4325,3.5,2564
4852,3.5,2965
4976,3.5,3131
1796,2,1419
1593,2,1282
3621,3,2324
2846,2.5,1927
2238,2.5,1453
3390,3,2130
4511,3.5,2421
2831,2.5,1994
2056,2.5,1307
1636,2,1294
2816,2.5,1683
4948,3.5,3136
3976,3,2655
2439,2.5,1676
4476,3.5,2674
1606,2,1316
4577,3.5,2797
2812,2.5,1932
3775,3,2478
2549,2.5,1774
3140,3,1796
2018,2.5,1191
3808,3,2398
3741,3,2428
4296,3.5,2452
2107,2.5,1336
4059,3.5,2154
4331,3.5,2489
2038,2.5,1317
2499,2.5,1742
2477,2.5,1667
4269,3.5,2440
2020,2.5,1267
4568,3.5,2794
3152,3,1876
3003,3,1726
2378,2.5,1544
1627,2,1265
1655,2,1351
2415,2.5,1382
3874,3,2582
3992,3,2678
1937,2,1624
4934,3.5,3088
1811,2,1359
3896,3,2573
3817,3,2526
3116,3,1886
4482,3.5,2715
3925,3,2517
1464,2,1202
1824,2,1425
3268,3,2029
4282,3.5,2517
4454,3.5,2658
3643,3,2358
3501,3,2055
1649,2,1373
2262,2.5,1517
4113,3.5,2291
2132,2.5,1237
3507,3,2177
3243,3,1845
1837,2,1548
1461,2,1050
2041,2.5,1324
4517,3.5,2727
2527,2.5,1766
4960,3.5,3151
2179,2.5,1451
4489,3.5,2330
3304,3,2045
1989,2,1518
3644,3,2354
4013,3.5,2289
4276,3.5,2410
2384,2.5,1571
4555,3.5,2774
1677,2,1373
4458,3.5,2626
4800,3.5,2984
3205,3,1956
3122,3,1840
1645,2,1256
2766,2.5,1951
4133,3.5,2331
2600,2.5,1747
3547,3,2209
2932,2.5,2122
4081,3.5,2203
4249,3.5,2502
3271,3,2022
4902,3.5,3029
3550,3,2217
3825,3,2529
4624,3.5,2836
1449,2,1169
4802,3.5,2844
1449,2,1077
1713,2,1424
2286,2.5,1507
3101,3,1778
1761,2,1445
1464,2,1119
4904,3.5,3046
4803,3.5,3015
4887,3.5,3033
3847,3,2444
4023,3.5,2280
4842,3.5,3032
1976,2,1654
1695,2,1368
2402,2.5,1647
1767,2,1432
3388,3,2079
4476,3.5,2723
4317,3.5,2570
1519,2,1186
3812,3,2480
3059,3,1844
1937,2,1605
1710,2,1238
3657,3,2362
3063,3,1782
4250,3.5,2464
2356,2.5,1611
2710,2.5,1878
3250,3,1999
4007,3.5,2117
2543,2.5,1584
4176,3.5,2450
2437,2.5,1652
2478,2.5,1723
4697,3.5,2883
4453,3.5,2691
3164,3,1187
2585,2.5,1791
3926,3,2598
2435,2.5,1637
3601,3,2333
2531,2.5,1326
4172,3.5,2227
2527,2.5,1713
1500,2,1188
4907,3.5,3045
4476,3.5,2671
2726,2.5,1813
1711,2,1426
2910,2.5,2078
1429,2,1115
4002,3.5,2288
2665,2.5,1842
3056,3,1811
2802,2.5,1960
3101,3,1883
3679,3,2370
1727,2,1446
4428,3.5,2574
3304,3,2038
4137,3.5,2058
4411,3.5,2625
1960,2,1638
1503,2,1133
1532,2,1269
2638,2.5,1870
2150,2.5,1372
4966,3.5,3117
2303,2.5,1542
4824,3.5,2918
2531,2.5,1770
3555,3,2178
3634,3,2256
3217,3,1922
3909,3,2523
4659,3.5,2827
3521,3,2242
3730,3,2439
2366,2.5,1581
4200,3.5,2399
3844,3,2505
2893,2.5,1936
1849,2,1479
1746,2,1412
3119,3,1875
2344,2.5,1558
2110,2.5,1394
2906,2.5,1948
4664,3.5,2718
3381,3,2127
3752,3,2386
4830,3.5,2747
4476,3.5,2629
2288,2.5,1522
3383,3,1906
3155,3,1894
4608,3.5,2803
4156,3.5,2331
4212,3.5,2455
2081,2.5,1335
3003,3,1787
4013,3.5,2291
3484,3,2199
4904,3.5,3049
3290,3,2029
3967,3,2580
4364,3.5,2567
4023,3.5,2308
3706,3,2422
1976,2,1597
3917,3,2593
4372,3.5,2568
3876,3,2552
3800,3,2468
4183,3.5,2416
2621,2.5,1817
4560,3.5,2642
3808,3,2215
4158,3.5,2358
3562,3,1460
3936,3,2584
2762,2.5,1965
3430,3,2169
4036,3.5,2279
4096,3.5,2352
3417,3,2095
3786,3,2458
3262,3,1884
4821,3.5,3033
1783,2,1328
4065,3.5,2237
3914,3,2589
2265,2.5,1527
4493,3.5,2692
4916,3.5,3112
3981,3,2636
3847,3,2365
4698,3.5,2847
2899,2.5,2068
3258,3,1992
2667,2.5,1855
2007,2.5,1174
2955,2.5,2058
2482,2.5,1628
4221,3.5,2490
1793,2,1423
2849,2.5,2041
4246,3.5,2501
1900,2,1584
1706,2,1383
2803,2.5,1977
1928,2,1598
4028,3.5,2231
3342,3,2059
3421,3,1986
4664,3.5,2821
2294,2.5,1543
2092,2.5,1353
3179,3,1878
2020,2.5,1267
4723,3.5,2841
1455,2,1154
1869,2,1368
4806,3.5,2993
3673,3,2292
2587,2.5,1813
4669,3.5,2873
3747,3,2436
4171,3.5,2373
2576,2.5,1732
2821,2.5,1977
3926,3,2594
4056,3.5,2342
4645,3.5,2863
4444,3.5,2632
3745,3,2445
4285,3.5,2345
2194,2.5,540
3308,3,2019
3191,3,1909
4439,3.5,2573
3357,3,2086
2763,2.5,1919
2009,2.5,1203
4101,3.5,2383
2849,2.5,1982
4579,3.5,2573
2558,2.5,1735
1469,2,1215
2216,2.5,1444
3609,3,2293
1566,2,1152
2133,2.5,1356
4480,3.5,2693
1667,2,1379
3276,3,1961
1455,2,1154
3104,3,1868
3734,3,2394
4757,3.5,2961
3389,3,1997
1594,2,1223
3831,3,2301
4650,3.5,2863
1593,2,1302
3548,3,2178
2656,2.5,1878
3530,3,2249
2542,2.5,1731
3454,3,2200
4444,3.5,2599
4000,3,2683
2907,2.5,2066
1740,2,1316
4297,3.5,2495
4492,3.5,2526
1541,2,1215
2481,2.5,1656
1466,2,1020
3578,3,2271
2395,2.5,1385
2904,2.5,2089
2901,2.5,2088
2414,2.5,1586
2500,2.5,1730
4231,3.5,2420
1916,2,1530
3982,3,2620
1545,2,1279
4697,3.5,2818
4617,3.5,2694
2141,2.5,1219
3662,3,2374
2335,2.5,1580
1531,2,1192
4548,3.5,2623
4650,3.5,2760
3946,3,2571
3115,3,1893
3531,3,2151
3212,3,1918
2337,2.5,1568
4157,3.5,2422
2368,2.5,1522
4121,3.5,2378
4867,3.5,3042
4251,3.5,2513
4079,3.5,2346
1671,2,1292
4013,3.5,2228
2927,2.5,2125
4201,3.5,2476
4869,3.5,3045
3117,3,1596
2211,2.5,1336
3516,3,2247
3938,3,2636
3312,3,1983
1869,2,1543
1470,2,1182
3952,3,2644
3992,3,2679
4034,3.5,2178
4186,3.5,2330
2323,2.5,1565
1854,2,1509
3979,3,2579
4355,3.5,2581
4074,3.5,2214
3831,3,2485
2427,2.5,1614
2021,2.5,1269
2107,2.5,1237
4262,3.5,2418
3622,3,2075
2630,2.5,1806
4927,3.5,2994
2135,2.5,1372
4148,3.5,2398
3043,3,1811
4443,3.5,2666
2107,2.5,1205
4776,3.5,2992
2314,2.5,1472
2615,2.5,1642
4968,3.5,3144
2296,2.5,1529
2206,2.5,1346
2748,2.5,1948
2542,2.5,1003
1915,2,1442
2504,2.5,1696
4066,3.5,2333
2059,2.5,1328
2272,2.5,1535
1907,2,1544
4399,3.5,2637
2896,2.5,2031
3759,3,2450
4866,3.5,2833
4187,3.5,2335
3075,3,1699
3221,3,1954
2431,2.5,1678
2701,2.5,1794
2079,2.5,1269
4059,3.5,2332
3878,3,2551
3203,3,1898
3265,3,1947
4480,3.5,2717
4133,3.5,2402
3183,3,1894
3989,3,2595
2337,2.5,1586
4129,3.5,2338
3702,3,2367
4256,3.5,2507
4345,3.5,2591
3025,3,1804
2504,2.5,1165
2798,2.5,1968
3472,3,2170
4115,3.5,2397
1736,2,1450
1597,2,1320
4260,3.5,2395
4172,3.5,2374
1614,2,1341
2712,2.5,1760
3783,3,2477
2357,2.5,1619
1430,2,855
3305,3,2051
4850,3.5,3049
1415,2,1064
3045,3,1793
1769,2,1402
1811,2,1477
2404,2.5,1541
3005,3,1791
4538,3.5,2743
1419,2,1142
3231,3,1483
4235,3.5,2475
2637,2.5,1797
4723,3.5,2864
2795,2.5,1853
3442,3,1970
2296,2.5,1536
3864,3,2496
4085,3.5,2356
2077,2.5,1217
1648,2,1305
4672,3.5,2900
4323,3.5,2586
4504,3.5,2529
2600,2.5,1820
1838,2,1551
3308,3,2073
2010,2.5,1293
2090,2.5,1327
3003,3,1794
2262,2.5,1480
1729,2,1428
3492,3,2156
2336,2.5,1556
1772,2,1319
3499,3,2216
4664,3.5,2866
4337,3.5,2585
1787,2,1448
3645,3,2369
1557,2,1285
4284,3.5,2519
3469,3,2180
4356,3.5,2544
2557,2.5,1786
4394,3.5,2631
4116,3.5,2360
2585,2.5,1807
3522,3,2240
4683,3.5,2872
3934,3,2467
4865,3.5,2784
4310,3.5,2550
3074,3,1842
3186,3,1927
3163,3,1928
1518,2,1249
3822,3,2450
4596,3.5,2652
2920,2.5,2034
4246,3.5,2497
3221,3,1971
4759,3.5,2903
4792,3.5,2942
3152,3,1927
2821,2.5,1971
3618,3,2339
4385,3.5,2477
4977,3.5,3107
4998,3.5,3157
4930,3.5,3110
3517,3,2214
1599,2,1314
1612,2,1321
2387,2.5,1547
1947,2,1615
2387,2.5,1611
2219,2.5,1108
4359,3.5,2555
4544,3.5,2776
4535,3.5,2654
3342,3,2060
1911,2,1581
2253,2.5,1396
1529,2,1217
4630,3.5,2834
4900,3.5,3061
2918,2.5,2080
4765,3.5,2952
2989,2.5,2092
3731,3,2386
3401,3,2122
1837,2,1524
2256,2.5,1487
3155,3,1934
4187,3.5,2423
3858,3,2549
1600,2,1292
2834,2.5,2035
4074,3.5,2345
2991,2.5,2105
2465,2.5,1684
4828,3.5,2983
3355,3,1951
4381,3.5,2356
3312,3,2061
4386,3.5,2627
4570,3.5,2800
2933,2.5,2009
2325,2.5,1583
4394,3.5,2593
2461,2.5,1667
4653,3.5,2856
3924,3,2462
4622,3.5,2842
2517,2.5,1700
4217,3.5,2471
2126,2.5,1359
2311,2.5,1563
1634,2,1348
1455,2,1042
4428,3.5,2660
2305,2.5,1430
4415,3.5,2579
3842,3,2421
4806,3.5,2875
2283,2.5,1473
3615,3,2191
3702,3,2410
3234,3,1787
3699,3,2410
4414,3.5,2665
4880,3.5,3013
1423,2,1159
4980,3.5,3167
2539,2.5,1733
2403,2.5,1618
4838,3.5,2998
1701,2,1340
1993,2,1630
2209,2.5,1399
2537,2.5,1726
4880,3.5,3068
2981,2.5,2136
4911,3.5,3086
2058,2.5,1232
3129,3,748
4650,3.5,2848
2237,2.5,1448
2374,2.5,1596
2026,2.5,1240
2795,2.5,1961
2273,2.5,1413
4012,3.5,2292
3821,3,2498
4047,3.5,2315
2694,2.5,1877
1761,2,1445
2757,2.5,1820
3060,3,1821
4246,3.5,2481
3050,3,1791
1695,2,1398
4940,3.5,3116
4158,3.5,2428
3817,3,2465
4248,3.5,2511
1742,2,1457
1591,2,1268
4313,3.5,2489
1697,2,1390
2093,2.5,1360
2403,2.5,1602
1780,2,1408
3385,3,2140
3636,3,2233
4495,3.5,2634
4461,3.5,2675
2761,2.5,1979
3080,3,1849
4833,3.5,2889
3688,3,2274
3844,3,2466
3146,3,1573
4868,3.5,2890
3806,3,2184
3565,3,2170
2872,2.5,1979
1527,2,1208
4774,3.5,2959
3367,3,2100
4084,3.5,2291
2664,2.5,1877
4649,3.5,2823
2125,2.5,1386
1835,2,1517
2971,2.5,2054
4263,3.5,2008
4077,3.5,2286
3781,3,2497
3820,3,2352
1632,2,1361
3650,3,2336
3407,3,2162
2288,2.5,1291
4938,3.5,3053
3480,3,2094
4352,3.5,2573
4766,3.5,2747
2107,2.5,1351
2718,2.5,1768
4017,3.5,2241
2433,2.5,1683
4517,3.5,2745
2861,2.5,2025
3275,3,1981
4050,3.5,2329
3894,3,2570
4006,3.5,1944
1543,2,1249
2976,2.5,2098
4317,3.5,2464
3097,3,1851
4079,3.5,2321
2122,2.5,1298
4616,3.5,2808
2245,2.5,1471
